,ENTIDAD,NOM_ENT,POBTOT,POBFEM,POBMAS,P_0A2,P_3A5,P_6A11,P_12A14,P_15A17,POB15_64,P_60YMAS,PNACOE,PNACOE_F,PRESOE15,PCON_DISC,P15YM_AN,PE_INAC,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PSINDER,PDER_IMSS,PDER_SEGP,PAFIL_IPRIV,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,POBHOG,PHOGJEF_F,VIVTOT,PROM_OCUP,PRO_OCUP_C,VPH_1DOR,VPH_C_ELEC,VPH_AGUADV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_DRENAJ,VPH_REFRI,VPH_LAVAD,VPH_BICI,VPH_TV,VPH_PC,VPH_CEL,VPH_INTER,VPH_SPMVPI
1,1,Aguascalientes,948990,486917,462073,44372,48767,97947,49497,49934,639532,102987,214908,112801,42481,47525,11618,269195,476502,205402,271100,10173,173199,575318,120974,25703,831010,55328,1539,58531,266778,85732,945505,273935,313256,3.54,0.84,55437,265785,265232,199994,122801,265261,265392,254959,234193,54393,257061,136923,251719,178619,80951
11468,1,Aguascalientes,51536,26275,25261,3170,3342,6605,3149,3218,31919,4697,6025,3245,936,2886,1242,16864,21014,7069,13945,426,7590,17762,23997,93,48757,1648,14,1079,12542,3191,51474,11539,15353,4.1,1.07,3617,12420,12390,10453,1834,11968,12067,11071,10306,5587,11794,2826,10682,4526,596
11997,1,Aguascalientes,58250,29687,28563,3159,3530,6748,3283,3220,35854,7829,6566,3341,1117,4088,1862,18638,25597,9342,16255,379,11832,10187,32383,217,55696,1141,9,1338,15546,5008,58155,17221,20842,3.74,0.97,4764,15398,15364,14580,2133,15378,15407,14659,13560,2574,14622,4003,13666,6553,1382
12547,1,Aguascalientes,17000,8708,8292,1032,1062,2086,1003,1045,10699,1613,1385,774,297,805,371,5774,6883,2401,4482,127,2347,7252,6439,33,15806,769,8,409,3937,889,16997,3497,4845,4.32,1.14,1006,3906,3900,3068,320,3842,3884,3518,3203,2211,3671,1005,3424,1741,223
12781,1,Aguascalientes,129929,65710,64219,6945,7998,15597,7763,7680,84949,9815,23898,12288,5610,5036,2175,33247,64945,27147,37798,894,27299,74274,20031,4904,118374,5208,190,5896,33214,9029,129860,31646,41550,3.91,0.95,7456,32977,32845,24863,14354,32817,32867,31414,29188,12579,31911,15687,31408,19920,9296
14125,1,Aguascalientes,47646,24269,23377,2746,2967,5645,2782,2872,30491,4481,4416,2292,789,2624,912,14084,21673,8719,12954,424,8858,21796,11841,218,44054,2044,23,1458,11456,3469,47558,13407,13541,4.15,1,2640,11361,11306,10248,3825,11279,11326,10673,9958,6917,10996,4437,10343,6200,1925
14601,1,Aguascalientes,57369,29268,28101,3545,3615,7121,3422,3471,35926,5264,4906,2539,1284,3323,1360,16125,26254,10683,15571,440,11395,19942,20270,222,53225,2133,37,1773,13572,4476,57269,17690,16527,4.22,1.06,3253,13422,13364,10554,2375,13239,13309,12388,11214,8296,12780,4460,12171,6281,1569
15153,1,Aguascalientes,9552,5020,4532,663,609,1212,549,558,5838,956,311,161,96,569,159,3220,3768,1442,2326,66,1249,1473,5886,38,9072,335,0,143,2381,685,9552,2411,3410,4.01,0.99,694,2345,2333,2156,436,2306,2315,2143,1977,514,2160,576,2099,732,161
15362,1,Aguascalientes,22485,11371,11114,1255,1430,2869,1304,1373,14007,2158,1267,665,288,1063,659,7653,8902,2886,6016,283,3358,6938,11179,37,21290,807,*,332,5422,1347,22461,4984,6592,4.14,1.08,1568,5355,5335,4690,751,5256,5296,4916,4547,2699,5100,1179,4610,2055,258
15624,1,Aguascalientes,20853,10407,10446,1268,1274,2459,1248,1225,13211,1988,1408,740,308,1141,568,7150,8519,2749,5770,149,4387,7383,7757,36,19548,782,9,467,5210,1351,20383,4577,6598,3.91,1.05,1591,5131,5113,3890,1015,4984,5009,4530,4159,3200,4902,1044,4467,1329,245
15731,1,Aguascalientes,61997,31292,30705,3709,4239,8394,3815,3544,39408,3588,11340,5574,3216,2234,982,15953,28926,11428,17498,586,10574,38200,11239,288,55587,3164,70,3013,16387,4276,61986,14828,21458,3.78,1.06,4397,16261,16248,11407,2677,16267,16276,14918,13405,6782,15414,5009,15306,8047,2118
16377,2,Baja California,443807,222500,221307,18918,21114,42133,21509,20882,304500,53463,159809,80717,24414,20367,7752,127562,228454,96410,132044,3106,77808,203713,105448,9994,253458,86307,604,102020,139850,47568,440625,141836,171203,3.15,0.86,43494,136311,132593,55127,10326,128536,131315,128859,111627,19231,127369,68939,131092,92742,45288
24704,2,Baja California,1049792,520544,529248,37394,45624,99545,51804,51325,734081,122934,302068,151904,32856,44519,13134,311290,540835,222980,317855,7949,190666,576267,142247,41859,692341,148322,1095,203845,330356,103068,1042395,304079,385642,3.16,0.83,93960,326832,326350,5467,2303,315458,317589,319303,289682,67648,313757,166799,309193,226594,110551
41526,2,Baja California,108440,51310,57130,4659,5405,10156,5437,5178,74969,11535,42115,19837,4622,4104,1586,30333,52095,21206,30889,709,19715,55663,18222,2126,62534,22851,123,22472,31140,10103,102896,32066,42401,3.3,0.89,8789,30379,29710,3084,1825,29809,30115,29418,26554,3930,28797,14687,28884,20323,9318
43157,2,Baja California,1922523,953783,968740,76912,89708,187414,95113,93150,1359876,169282,852070,430111,129868,71235,21469,501232,1038460,435078,603382,12957,481326,1071176,187042,72186,1200754,302324,3565,403055,576708,197252,1910570,637607,636034,3.31,0.93,169125,571874,566740,36487,43103,565988,568228,550098,471155,51485,542976,300629,545788,423133,204565
68556,2,Baja California,126890,62504,64386,4420,5696,12601,6609,6534,87401,14292,56304,27796,8642,5391,1956,35929,66033,26584,39449,1095,35648,44430,31907,4962,73251,26984,263,25107,38109,12678,126264,41853,49770,3.31,0.94,11785,36656,35082,6492,5862,36029,36087,35070,28797,4541,34226,17245,34925,25708,10972
71144,2,Baja California,117568,57790,59778,7654,7739,14089,6650,6521,76391,7796,51583,24843,11014,6329,6599,28528,58585,22955,35630,620,31154,44281,30989,840,54648,30024,28,32678,32750,8710,117050,30311,40899,3.57,1.19,15513,30570,27244,15544,7757,16136,18239,23478,18832,8322,24254,8155,30287,11689,3317
73230,3,Baja California Sur,73021,36217,36804,3080,3444,7422,3866,4090,48719,9649,16778,8110,1827,4530,2249,22950,35399,13543,21856,448,8554,28969,22398,179,59273,6876,67,6710,22216,7183,72358,22219,27446,3.26,0.94,7035,21738,21674,18406,3369,20801,21152,20360,15934,4513,20186,7442,20286,10110,3342
75319,3,Baja California Sur,64022,30951,33071,3231,3634,6832,3302,3282,42453,6741,21120,9984,5049,3330,1946,16981,32637,12717,19920,413,9591,33550,10829,263,47024,8283,28,8441,19402,5120,62884,15516,26741,3.24,0.98,7880,18755,18632,13823,3215,16747,16988,16347,12895,2982,16398,7857,17842,9777,4308
76884,3,Baja California Sur,292241,146438,145803,10882,12776,26992,13547,14005,203031,37267,79830,39528,15230,15395,4043,84914,152265,64678,87587,2565,41161,133165,51140,5587,228451,27537,512,34262,91287,31036,290063,91547,116231,3.18,0.86,25232,89585,88540,81226,25704,88640,89503,85904,68316,11036,84222,49535,86795,63033,30943
83810,3,Baja California Sur,351111,170167,180944,17967,19158,38304,18084,17269,242624,19895,191408,91818,49554,11218,5390,77592,191248,77752,113496,3236,67586,206484,50169,6183,238809,43207,509,65077,101934,31332,350193,107757,121645,3.44,1.21,41591,99731,91906,78767,31508,99244,98836,92136,62788,8224,88457,41827,96467,63303,28318
90629,3,Baja California Sur,18052,8795,9257,803,858,1926,945,930,12212,2056,4147,1870,815,910,298,5276,8976,3513,5463,93,2378,6688,4806,123,14239,2107,9,1651,5629,1652,17926,4984,7810,3.18,1.04,2096,5476,5372,3487,841,5323,5385,5058,4101,1697,5049,2287,5127,2500,1050
91197,4,Campeche,59232,30062,29170,2899,3202,6289,3033,2886,38406,7445,5208,2698,760,2955,4039,16515,29943,12716,17227,157,10632,6224,31007,109,40447,11957,36,6675,15287,4054,59192,14265,19433,3.87,1.32,6606,15116,14953,9505,1589,13511,13413,11048,10900,9439,13588,4348,11911,4627,815
91893,4,Campeche,294077,152522,141555,12287,14049,27355,13380,13520,201182,37321,42759,22131,7638,19010,7485,89926,147105,64715,82390,2337,57005,137833,62572,2929,187640,65779,533,39226,85297,30672,293199,99637,101576,3.44,0.95,33425,84565,84383,71801,9791,83546,83662,78024,69521,10748,78468,39358,78059,51974,19202
96026,4,Campeche,248845,125802,123043,11826,12618,24477,12037,11635,169105,23814,79103,39702,10525,12608,7233,70830,122704,49857,72847,2593,57600,99453,57687,2974,159955,50110,220,34796,72094,24238,248359,81043,88379,3.44,1.13,31408,70327,66952,53461,29592,70149,69948,64076,59061,13032,63926,29655,64576,39268,15477
98659,4,Campeche,78170,39140,39030,4157,4557,9382,4259,4267,49988,8353,15352,7551,2368,4095,4917,22243,37377,13652,23725,283,18824,16504,36307,246,40754,23447,93,13776,21470,5781,78140,19501,26787,3.64,1.23,10854,21011,20708,11978,2350,19724,19674,17039,15932,7954,17806,3827,17227,6082,1119
99940,4,Campeche,31917,16204,15713,1593,1689,3531,1738,1630,20759,3659,2174,1055,460,1700,1964,9762,15118,5946,9172,154,7095,6267,13041,190,19071,8481,33,4305,8291,1798,31914,5869,10058,3.85,1.27,3655,8215,8087,5610,610,7347,7412,6306,6164,4284,7243,1978,6150,2474,345
100335,4,Campeche,42140,20812,21328,2605,2690,5154,2618,2425,25858,4331,5572,2788,405,1912,2408,11382,20052,6843,13209,108,9503,3912,26440,168,22291,15521,16,4181,10241,1866,42130,6690,12573,4.11,1.24,4547,10033,10058,7056,1776,8394,8829,6898,7394,3307,7362,1423,6248,1510,165
100762,4,Campeche,8683,4260,4423,433,502,989,518,450,5379,1164,2307,1213,188,435,488,2811,3889,1238,2651,30,1231,1114,5934,38,6757,1425,0,472,2546,687,8683,2116,3349,3.41,1.21,1329,2465,2084,930,100,2442,2407,1988,1847,1135,2091,389,2003,618,90
100851,4,Campeche,11452,5655,5797,540,616,1299,665,554,7406,1273,823,406,182,758,731,3158,5766,2247,3519,59,2125,2806,5400,100,8132,2253,3,1059,3066,695,11452,2340,3921,3.74,1.34,1485,3014,3021,2306,369,2618,2597,2333,2302,1636,2685,506,2340,483,54
101039,4,Campeche,59923,30455,29468,3182,3802,7595,3482,3225,37749,5915,15150,7649,2146,3389,3731,16091,28855,11106,17749,268,13457,7478,33323,300,29555,17239,33,13018,16833,5182,59888,17077,22289,3.56,1.31,8877,16424,16390,10813,1617,15700,15536,13183,11675,4482,13963,3324,13448,3882,782
102159,4,Campeche,31714,15613,16101,2371,2486,4361,2060,1894,18621,2560,14336,7014,1143,1714,2695,7049,15360,5691,9669,31,7855,830,21730,143,12758,10577,23,8320,8037,1754,31714,6265,10343,3.95,1.55,4592,7818,6269,6239,4167,6457,6770,5151,4890,2232,5621,633,5262,701,49
102436,4,Campeche,46913,23239,23674,2952,3129,6110,2848,2580,28478,4804,15637,7596,1874,2505,3576,10888,23453,8795,14658,190,15220,1802,27185,99,21672,15154,32,9946,13289,3283,46886,10489,17817,3.53,1.38,7649,12242,11729,5703,758,11283,11377,8979,8027,2793,9501,1268,7531,1440,210
102764,4,Campeche,15297,7660,7637,696,764,1547,746,696,10182,1977,1022,528,171,1178,719,5482,6674,2212,4462,101,2757,3963,6708,145,9092,4085,3,2110,4274,1062,15297,3414,5109,3.58,1.12,1807,4223,3991,2999,220,4029,4031,3605,3493,1117,3909,1060,3567,961,200
103037,5,Coahuila de Zaragoza,1022,487,535,39,53,78,38,34,643,230,23,13,11,83,18,412,424,118,306,13,438,276,188,3,595,238,0,183,363,84,1022,206,696,2.82,0.66,104,362,360,249,240,351,355,356,313,146,349,77,318,40,14
103095,5,Coahuila de Zaragoza,163058,81115,81943,8897,9821,18197,8706,8887,109827,11800,32052,15924,5562,6307,1967,42887,81675,33346,48329,1215,31769,116435,7343,1411,83849,35453,122,43274,47231,13307,162795,43703,56926,3.45,0.98,14686,46904,46800,12089,1258,46578,46620,45508,39721,6273,44649,15161,44438,21739,6679
106790,5,Coahuila de Zaragoza,23056,11610,11446,1273,1343,2515,1179,1093,14933,2770,1154,603,165,1014,348,8180,9555,3470,6085,161,5306,14362,1937,503,16314,4045,19,2667,6850,1969,23029,6038,8907,3.36,0.83,1744,6835,6833,2741,303,6700,6752,6712,6178,1759,6566,2327,6159,3445,1139
107566,5,Coahuila de Zaragoza,29578,14623,14955,1633,1848,3177,1416,1399,19186,3332,3680,1852,1098,1268,791,9084,13503,4559,8944,231,8331,15134,3201,1169,23792,3574,26,2074,8633,1844,29488,5391,14621,3.42,0.84,2770,8563,8340,7600,1529,8167,8375,8157,7506,863,8109,3049,7541,3508,1751
108325,5,Coahuila de Zaragoza,1643,800,843,87,86,190,94,93,975,299,302,157,68,89,88,754,472,119,353,51,309,327,651,38,1409,122,*,105,471,127,1643,393,1028,3.49,0.9,146,468,466,306,30,445,457,453,412,157,440,73,427,72,15
108453,5,Coahuila de Zaragoza,29128,14532,14596,1569,1709,3256,1494,1444,18857,3416,1045,512,220,961,334,10826,11187,3700,7487,545,4615,22141,1266,283,20191,4264,31,4615,8379,1620,29102,4646,10691,3.47,0.86,2609,8328,8096,7272,720,7701,7898,8166,7085,689,7876,2368,7336,3412,779
109273,5,Coahuila de Zaragoza,12715,6350,6365,763,760,1451,702,625,7819,1668,551,280,203,709,329,4401,5202,1710,3492,103,2543,5131,3731,117,9208,1636,6,1844,3776,1022,12697,2929,5275,3.36,0.87,1130,3670,3559,2090,201,3448,3480,3507,3067,833,3523,848,3254,987,314
109602,5,Coahuila de Zaragoza,3047,1518,1529,152,181,379,148,143,1874,433,126,54,32,158,75,1294,953,239,714,76,1087,1136,695,16,2094,579,*,366,908,170,3047,470,1322,3.36,0.89,331,901,864,634,131,765,812,866,770,333,842,116,812,234,17
109710,5,Coahuila de Zaragoza,59035,29818,29217,3530,3618,6442,3218,3122,37902,6522,4890,2586,1312,3076,1213,18875,25967,9891,16076,546,13004,33085,7264,380,46061,7571,73,5285,15897,4895,59013,16924,20022,3.71,0.97,4097,15836,15604,10532,3958,15083,15143,15090,12725,6397,15213,3994,14021,5416,1340
110619,5,Coahuila de Zaragoza,82409,41200,41209,4391,4845,8607,4268,4111,54231,9286,4320,2114,545,3500,902,28388,34852,12910,21942,1161,13095,60648,4106,709,56282,13776,26,12207,23366,5722,82338,17904,26600,3.52,0.86,7020,23273,23220,19365,1788,23062,23121,22851,20478,5832,22487,7818,21227,13045,3354
112055,5,Coahuila de Zaragoza,11898,5807,6091,610,749,1337,645,597,7207,1781,520,280,112,519,398,4265,4859,1305,3554,37,2367,5942,2650,106,10296,856,*,656,3402,756,11873,2306,4992,3.49,0.95,1144,3356,3319,2538,90,3202,3271,3150,2753,340,3017,392,2664,494,78
112241,5,Coahuila de Zaragoza,1643,760,883,68,84,173,88,83,1038,286,136,69,34,102,85,669,607,153,454,35,305,856,282,78,1253,213,0,174,521,80,1633,214,961,3.13,0.82,153,512,509,181,33,471,487,500,439,139,455,115,441,90,25
112352,5,Coahuila de Zaragoza,1735,839,896,118,128,220,124,108,1016,201,1099,525,77,52,55,674,584,162,422,8,906,548,195,9,878,366,0,486,492,122,1735,385,787,3.53,0.96,159,485,479,363,59,468,467,463,388,96,452,92,455,77,12
112556,5,Coahuila de Zaragoza,9502,4645,4857,489,595,1039,486,505,6093,1163,605,282,110,454,211,3417,3889,1191,2698,54,2365,4952,1756,98,4979,2121,4,2395,2727,671,9347,2103,4192,3.43,0.94,870,2677,2679,1145,276,2309,2456,2571,2272,460,2460,333,2474,998,74
112943,5,Coahuila de Zaragoza,1584,798,786,87,92,168,86,70,995,225,158,63,36,157,33,631,588,140,448,15,483,273,744,30,1359,151,0,72,486,100,1584,257,973,3.26,0.94,149,481,480,335,51,460,469,476,419,146,452,94,428,59,24
113049,5,Coahuila de Zaragoza,1764,836,928,71,99,157,85,75,1111,343,40,20,*,76,42,868,543,134,409,20,237,717,705,14,1339,280,0,141,553,103,1764,284,1021,3.19,0.74,152,550,552,504,221,532,541,540,485,255,505,114,483,53,7
113226,5,Coahuila de Zaragoza,118337,59645,58692,6120,6766,12597,6566,6718,77421,12999,9116,4685,2303,6318,2664,38152,52979,20237,32742,1147,27593,68438,10316,1359,86915,16884,71,14302,31201,8604,117853,30108,37230,3.78,0.98,8230,31076,30825,17633,4168,30100,30464,29715,24606,12690,29958,8149,27961,11495,2659
114904,5,Coahuila de Zaragoza,237951,119893,118058,11555,13225,23955,11451,11373,157411,30877,15702,7766,2303,11954,2099,80188,104884,41224,63660,3669,37049,174546,11350,3557,168328,35865,136,33181,69886,17029,237820,50770,78416,3.4,0.77,18071,69562,69307,58271,13511,69096,69396,68431,61597,8994,67526,30296,64356,45017,16591
119485,5,Coahuila de Zaragoza,7928,3993,3935,396,460,853,438,429,5088,1017,448,222,72,346,98,2891,3266,1150,2116,53,1473,4705,1222,155,5997,1184,0,737,2332,617,7873,1803,3299,3.38,0.86,711,2326,2322,119,15,2243,2248,2299,2151,756,2232,832,2077,1163,398
119870,5,Coahuila de Zaragoza,71627,35771,35856,3901,4156,7755,3677,3568,44899,9377,3606,1741,546,4179,1283,26011,27845,10038,17807,1056,12051,46154,8366,484,51425,9220,47,10043,20657,5708,71604,17937,25010,3.47,0.88,6148,20260,20279,6611,1281,19561,19765,19769,18112,7427,19182,5888,17886,8655,2097
122189,5,Coahuila de Zaragoza,6539,3296,3243,265,335,627,366,284,4336,922,197,105,67,485,114,2606,2596,843,1753,105,930,4407,835,72,4745,917,*,856,1973,375,6538,1043,2787,3.31,0.82,622,1965,1963,1244,159,1859,1860,1928,1677,656,1848,474,1806,439,153
122466,5,Coahuila de Zaragoza,33129,16530,16599,1796,2064,3817,1867,1754,21594,3208,3434,1666,557,1467,414,12299,12658,4104,8554,413,5678,23917,2573,201,20975,5896,3,6177,9372,2103,33056,6929,11129,3.53,0.89,2385,9323,9314,2495,215,9156,9225,9134,8463,3322,8893,3189,8647,4445,1469
123886,5,Coahuila de Zaragoza,9642,4650,4992,462,597,1153,573,512,6008,1187,941,443,224,530,266,3638,3546,939,2607,195,1667,5167,2542,58,7016,1424,0,1192,2663,496,9506,1534,4111,3.57,0.93,713,2532,2491,1654,77,2400,2471,2227,1993,536,2356,570,2106,759,169
124094,5,Coahuila de Zaragoza,44472,21938,22534,2434,2529,4534,2265,2339,28556,5952,2484,1268,857,3168,1148,13416,21075,8107,12968,362,9847,25349,4883,305,39136,2717,10,2499,12719,3366,44285,10601,17265,3.48,0.88,3644,12640,12270,3026,341,11859,12165,12018,10187,5093,11985,3655,10844,4748,1148
124997,5,Coahuila de Zaragoza,176327,87616,88711,8999,9997,18942,9251,9118,118048,17040,23827,11559,4354,6653,1827,52572,83157,33347,49810,1591,34827,119741,9539,3289,111469,36874,98,27365,51705,14503,174938,45370,62631,3.38,0.87,14658,51427,51346,9263,1086,51258,51315,50366,46257,10034,49814,22726,48419,34489,12774
128955,5,Coahuila de Zaragoza,3239,1605,1634,166,180,326,165,149,2008,499,212,91,26,256,79,1469,960,243,717,68,627,1820,566,70,2240,584,0,366,994,206,3219,526,1557,3.24,0.85,302,976,965,381,108,867,891,942,820,396,880,121,817,200,16
129112,5,Coahuila de Zaragoza,122243,59521,62722,6311,7747,13863,6236,5995,83352,7422,29649,13671,10589,3509,1476,33855,58784,21789,36995,1464,19963,90623,4491,3597,91215,14658,142,16009,34386,8357,120922,27285,40038,3.52,0.89,7578,34235,34023,29414,6939,33427,33645,32850,28646,3054,32340,13696,32127,19173,7903
131040,5,Coahuila de Zaragoza,64811,32574,32237,3340,3562,6601,3182,3195,42616,8148,2939,1441,468,2853,779,21194,29218,11606,17612,773,10322,44759,4362,1213,46923,10367,40,7358,20212,5935,64776,17012,24744,3.2,0.78,5558,20139,20059,7742,852,19900,19932,19792,18309,5573,19325,8348,18338,11924,4323
133444,5,Coahuila de Zaragoza,2471,1229,1242,127,145,257,124,121,1604,328,15,9,9,139,62,1040,886,247,639,12,628,1379,369,30,1928,200,0,343,725,120,2471,327,1035,3.41,0.81,246,724,723,668,63,659,698,710,615,189,692,159,678,91,22
133580,5,Coahuila de Zaragoza,879958,442166,437792,45489,50719,89641,43316,43636,590090,89453,131229,65150,25797,28720,8123,266173,415245,164470,250775,8766,142342,614516,28489,33773,699715,100266,665,75223,242588,69299,877748,229235,271428,3.62,0.81,49044,241313,239552,212091,31344,239805,240340,235517,218550,17155,233533,118000,224089,165020,67002
146614,5,Coahuila de Zaragoza,24759,12484,12275,1245,1389,2463,1204,1149,16154,3406,913,435,212,1575,274,8962,10370,3800,6570,267,3734,16505,1937,184,16943,3943,8,3801,7622,1649,24741,4357,9640,3.25,0.74,2231,7574,7577,1546,230,7433,7482,7457,6778,2784,7283,2551,6976,2729,889
147301,5,Coahuila de Zaragoza,42260,21338,20922,1971,2258,4013,1965,1985,27223,6927,1542,761,278,2162,479,15450,17965,7048,10917,561,5142,28846,4373,357,27396,7414,28,7381,13094,4062,42212,11682,15777,3.22,0.76,3935,13060,13035,5519,512,12778,12832,12856,12147,3029,12582,4938,11533,7432,2343
148808,5,Coahuila de Zaragoza,101041,51092,49949,5483,5926,11438,5760,5552,63648,12742,6693,3487,2731,6131,2627,34983,42018,15165,26853,902,27472,51068,10595,586,83601,10276,21,7029,26577,8110,100820,29281,33186,3.79,0.98,7015,26442,24889,19289,3667,24793,25385,25135,20970,10484,25090,5815,23089,8821,2137
150196,5,Coahuila de Zaragoza,6744,3217,3527,440,433,800,338,305,4333,563,3119,1462,603,298,112,2242,2509,646,1863,97,831,4180,1399,135,5651,702,*,349,1924,357,6529,1064,2629,3.39,0.98,708,1895,1880,981,56,1833,1881,1777,1611,132,1772,514,1575,559,78
150410,5,Coahuila de Zaragoza,720848,369095,351753,33870,36921,71713,35301,35772,483827,87543,108684,57288,21319,32722,6708,217145,350336,149825,200511,7920,158116,457339,30406,28356,575088,82187,703,60631,215039,71022,718525,217421,261544,3.34,0.81,48566,214274,213995,147872,46358,213687,213931,208214,182594,46231,208597,99164,199149,136176,57430
162757,5,Coahuila de Zaragoza,20305,10075,10230,1111,1134,2242,1226,1245,12708,2569,2334,1219,542,1616,679,7700,7809,2393,5416,182,5651,10632,2180,48,16005,2047,0,2184,5353,1267,20188,4265,6880,3.77,1,1585,5297,4787,3325,446,4693,4902,4911,3917,1845,4924,523,4306,564,72
162844,5,Coahuila de Zaragoza,6188,3058,3130,387,392,654,326,329,3876,785,152,86,30,429,125,2353,2348,685,1663,43,1702,3469,860,16,4707,769,*,698,1820,523,6188,1650,2917,3.4,0.91,523,1796,1793,265,41,1710,1744,1748,1581,426,1675,361,1625,541,105
163215,5,Coahuila de Zaragoza,13135,6578,6557,723,745,1482,735,644,8238,1818,675,317,113,781,281,4452,5608,1937,3671,96,2568,6182,3454,59,10007,1567,10,1530,3986,1011,13110,2955,5781,3.29,0.86,1120,3884,3958,1044,153,3688,3708,3787,3422,1504,3633,1030,3409,1490,483
163702,6,Colima,27626,13686,13940,1238,1361,3095,1457,1409,17625,3966,6115,3147,853,1852,1461,7189,14464,5692,8772,179,2713,8047,15298,327,23942,2267,5,1383,8224,3154,27545,10505,11236,3.35,1.09,3468,8111,8037,4227,1876,8072,8087,7345,5859,2582,7098,1612,7125,2636,501
164341,6,Colima,157048,80893,76155,5465,6320,14154,7186,7421,105685,25213,41137,21684,7456,9600,2939,47910,80888,36116,44772,1435,27906,78432,32797,3610,132397,11225,239,12452,50352,18669,155173,53171,65375,3.08,0.84,15354,49823,49798,40911,15320,49873,49905,47759,39506,7353,46643,23969,46403,34654,12148
168077,6,Colima,21661,10768,10893,810,981,2099,1079,1148,14256,3253,1898,967,374,1515,535,6126,11313,4657,6656,188,4196,6362,9799,317,19936,918,17,674,6300,2318,21602,7750,8056,3.43,1.01,2209,6179,6197,3874,1822,6136,6167,5442,4045,535,5579,1817,5265,2969,809
168410,6,Colima,20837,10353,10484,917,986,2100,1064,1077,13666,2980,3362,1679,662,1578,930,6132,10495,4079,6416,153,4034,7638,7853,92,19171,783,11,811,6189,1931,20812,6245,7954,3.36,1.03,2238,6080,6069,3854,1498,6102,6112,5633,4107,1344,5511,1629,5389,2897,488
168708,6,Colima,31267,15538,15729,1206,1366,2980,1531,1664,20637,4849,5531,2676,1543,1988,912,10117,15288,5901,9387,183,4754,16694,7878,187,28977,1162,7,1031,9322,2528,31183,7638,11645,3.35,0.94,3263,9250,9144,7053,3509,9101,9172,8438,7167,618,8467,3053,7993,4621,1126
169314,6,Colima,5623,2736,2887,220,224,576,251,269,3684,909,925,463,120,397,310,1862,2686,979,1707,39,295,634,4233,40,4883,520,*,213,1711,601,5613,1932,2418,3.28,1.11,659,1673,1664,1161,568,1665,1671,1510,1099,339,1362,298,1327,613,70
169431,6,Colima,191031,95914,95117,8236,9576,19052,9663,9454,131002,20091,64663,32197,11384,8579,3503,51750,100127,41991,58136,1369,30556,111009,31561,1919,151201,18953,232,19857,59761,19878,190412,60618,76583,3.19,0.99,19053,59303,59190,43262,7751,59250,59294,56557,45860,11452,54822,23329,55171,34979,11514
172990,6,Colima,10231,4997,5234,525,580,1161,529,494,6480,1184,2042,1011,467,429,381,3010,4752,1579,3173,64,896,5803,3164,31,9496,450,*,160,2913,792,10228,2715,3753,3.51,1.09,991,2813,2799,1299,640,2812,2770,2549,2049,169,2474,621,2396,799,175
173148,6,Colima,116305,58476,57829,5327,6139,13436,6366,6118,76039,13133,28695,14331,5128,7454,6243,29991,60173,24254,35919,755,20632,45411,45549,607,94372,11546,51,10113,33001,10933,116027,37960,40114,3.52,1.17,12351,32649,32453,18227,8219,32673,32727,29127,21169,10633,28814,7496,29082,11461,2637
175309,6,Colima,149762,77408,72354,5670,6936,14291,7010,7185,105436,15979,39335,20478,7234,6488,1520,40113,80716,37310,43406,1375,27092,82214,21572,2214,126270,10060,247,12560,49080,17973,149702,50425,61844,3.05,0.88,13578,48753,48771,44771,15691,48801,48803,47236,39519,6589,46074,26376,46585,36766,14413
178335,7,Chiapas,17994,8997,8997,1261,1232,2486,1133,1050,10572,1839,664,351,336,895,1278,4989,7896,2824,5072,58,6089,1235,9720,14,8364,7015,0,2609,4415,1233,17992,4748,5459,4.08,1.42,1921,4315,4107,700,559,4156,4202,3214,1910,1329,3149,319,3584,1081,46
178536,7,Chiapas,21187,10773,10414,1170,1309,2642,1283,1211,13153,2424,339,189,245,1140,2347,6496,9271,3404,5867,244,7273,2998,9426,125,16720,3582,15,866,5431,1611,21187,5688,7179,3.9,1.71,3190,5347,5240,2673,1010,5193,5275,4279,3056,2209,4740,663,4290,559,53
178826,7,Chiapas,26899,13714,13185,1611,1622,3275,1469,1353,16522,3358,762,374,371,1863,2596,7765,12391,4472,7919,88,10790,3343,11354,95,13830,7898,0,5133,7604,2394,26825,7904,9482,3.53,1.22,3334,7490,6348,1015,1195,7221,7265,6237,4555,2680,6099,568,5265,783,67
178957,7,Chiapas,36160,18128,18032,2259,2629,5181,2539,2371,21086,2223,281,115,142,962,5206,10070,14555,5092,9463,463,8569,4016,20213,38,15906,16394,75,2875,7969,1317,36110,4668,10020,4.53,1.33,2317,7498,6672,4129,1287,5744,5925,2794,1254,422,4609,404,3461,347,39
179281,7,Chiapas,24512,12184,12328,1740,1762,3695,1631,1494,14415,1818,1237,635,139,1143,2679,6660,10245,3313,6932,365,7257,424,15679,41,8739,12574,0,3193,5663,882,24441,3093,6597,4.32,1.37,2725,5381,5031,800,1287,4715,5199,2362,966,24,3339,137,1836,450,48
